Id,City Name,State Name,latitude,longitude,year,month,day,Pollution Level,AQI Level,Vulnerable Population,Hospital Admissions,Renewable Energy Source,Particulate Matter,Nitrogen Oxides,Sulfur Dioxide,Ozone,Carbon Monoxide
3414,Sanford,Maine,43.4399,-70.7748,2019,1,1,30,36,Children,8,Hydroelectric,8,20,8,35,7
3415,Scarborough,Maine,43.5779,-70.3724,2019,1,1,29,35,Elderly,8,Solar power,8,21,8,34,7
3416,Saco,Maine,43.5369,-70.4437,2019,1,1,31,37,Children,9,Wind power,9,22,9,36,7
3417,Brunswick,Maine,43.9145,-69.9658,2019,1,1,27,33,Elderly,7,Biomass,7,19,8,32,6
3418,Baltimore,Maryland,39.2904,-76.6122,2019,1,1,48,56,Children,40,Solar power,18,35,14,54,11
3419,Frederick,Maryland,39.4142,-77.4105,2019,1,1,42,50,Elderly,18,Wind power,14,28,12,48,10
3420,Rockville,Maryland,39.0839,-77.1532,2019,1,1,45,53,Children,31,Biomass,15,31,13,51,10
3421,Gaithersburg,Maryland,39.1434,-77.2014,2019,1,1,47,55,Elderly,22,Hydroelectric,13,27,12,52,10
3422,Annapolis,Maryland,38.9784,-76.4922,2019,1,1,43,51,Children,25,Solar power,16,33,14,49,11
3423,Hagerstown,Maryland,39.6418,-77.7203,2019,1,1,39,47,Elderly,15,Wind power,12,24,11,45,10
3424,Salisbury,Maryland,38.3655,-75.5996,2019,1,1,44,52,Children,20,Biomass,14,29,13,50,10
3425,College Park,Maryland,38.9969,-76.9348,2019,1,1,46,54,Elderly,24,Hydroelectric,11,27,12,51,11
3426,Laurel,Maryland,39.0993,-76.8483,2019,1,1,41,49,Children,19,Solar power,13,32,13,47,10
3427,Greenbelt,Maryland,38.9966,-76.9337,2019,1,1,47,55,Elderly,21,Wind power,15,28,12,52,10
3428,Takoma Park,Maryland,38.9779,-77.0075,2019,1,1,46,54,Children,18,Biomass,14,26,14,60,12
3429,Baltimore,Maryland,39.2904,-76.6122,2019,1,1,64,72,Children,109,Wind power,25,40,20,70,19
3430,Frederick,Maryland,39.4142,-77.4105,2019,1,1,52,60,Elderly,55,Solar power,18,31,16,61,15
3431,Rockville,Maryland,39.0839,-77.1539,2019,1,1,54,62,Children,36,Biomass,20,34,18,63,16
3432,Gaithersburg,Maryland,39.1434,-77.2014,2019,1,1,57,65,Elderly,42,Hydroelectric,21,35,18,65,17
3433,Annapolis,Maryland,38.9784,-76.4922,2019,1,1,48,56,Children,29,Solar power,16,27,14,55,13
3434,Hagerstown,Maryland,39.6418,-77.7207,2019,1,1,49,57,Elderly,20,Wind power,18,31,16,56,14
3435,College Park,Maryland,38.9807,-76.9378,2019,1,1,60,68,Children,33,Hydroelectric,24,38,19,68,18
3436,Greenbelt,Maryland,38.9966,-76.9337,2019,1,1,55,63,Elderly,22,Solar power,19,32,16,62,15
3437,Laurel,Maryland,39.0993,-76.8483,2019,1,1,58,66,Children,27,Biomass,21,36,18,64,16
3438,Westminster,Maryland,39.5754,-76.9958,2019,1,1,50,58,Elderly,17,Hydroelectric,17,29,15,58,14
3439,Boston,Massachusetts,42.3601,-71.0589,2019,1,1,16,60,Elderly,10,Solar power,8,36,20,55,34
3440,Worcester,Massachusetts,42.2626,-71.8023,2019,1,2,13,54,Children,5,Wind power,6,33,18,51,31
3441,Springfield,Massachusetts,42.1015,-72.5898,2019,1,3,19,66,Low income,7,Hydroelectric,11,42,22,65,39
3442,Lowell,Massachusetts,42.6334,-71.3162,2019,1,4,22,72,Respiratory problems,9,Solar power,14,48,24,75,45
3443,Cambridge,Massachusetts,42.3736,-71.1097,2019,1,5,14,56,Elderly,6,Wind power,7,35,19,57,33
3444,New Bedford,Massachusetts,41.6362,-70.9342,2019,1,6,18,64,Children,8,Solar power,10,41,21,63,37
3445,Brockton,Massachusetts,42.0834,-71.0184,2019,1,7,20,68,Low income,9,Hydroelectric,12,45,23,70,42
3446,Quincy,Massachusetts,42.2529,-71.0023,2019,1,8,15,58,Respiratory problems,6,Wind power,8,37,20,59,35
3447,Lynn,Massachusetts,42.4668,-70.9495,2019,1,9,21,70,Elderly,9,Solar power,13,49,25,73,44
3448,Fall River,Massachusetts,41.7015,-71.1551,2019,1,10,17,62,Children,7,Hydroelectric,9,39,21,61,36
3449,Newton,Massachusetts,42.337,-71.2092,2019,1,11,12,50,Low income,4,Wind power,5,30,16,47,28
3450,Boston,Massachusetts,42.3601,-71.0589,2019,1,1,6,25,Children,9,Solar power,16,16,12,37,11
3451,Worcester,Massachusetts,42.2626,-71.8023,2019,1,2,8,35,Children,7,Wind power,19,18,13,34,13
3452,Springfield,Massachusetts,42.1015,-72.5898,2019,1,3,9,40,Elderly,10,Solar power,21,21,15,38,16
3453,Lowell,Massachusetts,42.6334,-71.3162,2019,1,4,7,30,Pregnant women,5,Wind power,17,17,14,33,12
3454,Cambridge,Massachusetts,42.3736,-71.1097,2019,1,5,5,20,Elderly,6,Solar power,13,14,11,30,10
3455,New Bedford,Massachusetts,41.6362,-70.9342,2019,1,6,10,45,Elderly,9,Wind power,23,23,16,42,18
3456,Lynn,Massachusetts,42.4668,-70.9495,2019,1,7,7,30,Children,8,Solar power,17,18,13,34,12
3457,Quincy,Massachusetts,42.2529,-71.0023,2019,1,8,6,25,Elderly,4,Wind power,15,15,12,32,11
3458,Lowell,Massachusetts,42.6334,-71.3162,2019,1,19,7,30,Children,5,Solar power,17,16,12,32,11
3459,Medford,Massachusetts,42.4184,-71.1062,2019,1,20,6,25,Pregnant women,4,Wind power,15,15,12,31,11
3460,Newton,Massachusetts,42.337,-71.2092,2019,1,21,5,20,Elderly,3,Solar power,13,14,11,29,10
3461,Somerville,Massachusetts,42.3876,-71.0995,2019,1,22,6,25,Children,4,Wind power,15,15,12,31,11
3462,Quincy,Massachusetts,42.2529,-71.0023,2019,1,23,7,30,Pregnant women,5,Solar power,17,16,12,32,11
3463,Lawrence,Massachusetts,42.707,-71.1631,2019,1,24,8,35,Elderly,6,Wind power,19,18,13,34,13
3464,Newburyport,Massachusetts,42.8126,-70.8773,2019,1,25,5,20,Children,3,Solar power,13,14,11,29,10
3465,Watertown,Massachusetts,42.3709,-71.1828,2019,1,26,6,25,Pregnant women,4,Wind power,15,15,12,31,11
3466,Lynn,Massachusetts,42.4668,-70.9495,2019,1,27,7,30,Elderly,5,Solar power,17,16,12,32,11
3467,Beverly,Massachusetts,42.5584,-70.88,2019,1,28,6,25,Children,4,Wind power,15,15,12,31,11
3468,Gloucester,Massachusetts,42.6159,-70.661,2019,1,29,5,20,Pregnant women,3,Solar power,13,14,11,29,10
3469,Detroit,Michigan,42.3314,-83.0458,2019,1,1,7,30,Elderly,4,Solar power,15,17,12,33,10
3470,Grand Rapids,Michigan,42.9634,-85.6681,2019,1,2,6,25,Children,3,Wind power,13,15,11,31,9
3471,Warren,Michigan,42.5145,-83.0147,2019,1,3,8,35,Pregnant women,6,Solar power,17,18,13,34,12
3472,Flint,Michigan,43.0125,-83.6875,2019,1,4,9,40,Elderly,9,Wind power,21,21,15,39,16
3473,Lansing,Michigan,42.7325,-84.5555,2019,1,5,6,25,Children,3,Solar power,13,14,11,31,9
3474,Ann Arbor,Michigan,42.2808,-83.743,2019,1,6,5,20,Pregnant women,2,Wind power,11,13,10,29,8
3475,Dearborn,Michigan,42.3223,-83.1763,2019,1,7,8,35,Elderly,6,Solar power,19,19,14,37,14
3476,Livonia,Michigan,42.3684,-83.3527,2019,1,8,7,30,Children,5,Wind power,16,16,13,35,11
3477,Sterling Heights,Michigan,42.5803,-83.0302,2019,1,9,6,25,Pregnant women,3,Solar power,13,14,11,31,9
3478,Clinton Township,Michigan,42.5869,-82.9199,2019,1,10,5,20,Elderly,2,Wind power,10,12,10,28,8
3479,Dearborn Heights,Michigan,42.336,-83.2733,2019,1,11,8,35,Children,6,Solar power,19,19,14,23,10
3480,Minneapolis,Minnesota,44.9778,-93.265,2019,1,1,7,30,Children,5,Solar power,13,14,11,30,10
3481,Saint Paul,Minnesota,44.9537,-93.09,2019,1,2,6,25,Pregnant women,4,Wind power,15,15,12,32,11
3482,Rochester,Minnesota,44.0121,-92.4802,2019,1,3,5,20,Elderly,3,Solar power,13,14,11,30,10
3483,Duluth,Minnesota,46.7867,-92.1005,2019,1,4,8,35,Children,6,Wind power,19,18,13,34,13
3484,Bloomington,Minnesota,44.8378,-93.2881,2019,1,5,7,30,Pregnant women,5,Solar power,17,17,14,33,12
3485,Brooklyn Park,Minnesota,45.0941,-93.3563,2019,1,6,9,40,Elderly,9,Wind power,21,20,15,38,16
3486,Plymouth,Minnesota,45.0105,-93.4555,2019,1,7,8,35,Children,6,Solar power,20,19,13,36,14
3487,Eagan,Minnesota,44.8041,-93.1669,2019,1,8,6,25,Pregnant women,4,Wind power,15,15,12,32,11
3488,Burnsville,Minnesota,44.7677,-93.2777,2019,1,9,7,30,Elderly,5,Solar power,17,17,14,33,12
3489,Blaine,Minnesota,45.1602,-93.2349,2019,1,10,5,20,Children,3,Wind power,13,14,11,30,10
3490,Apple Valley,Minnesota,44.7319,-93.2177,2019,1,11,6,25,Pregnant women,4,Solar power,15,15,19,36,9
3491,Minneapolis,Minnesota,44.9778,-93.265,2019,1,20,5,20,Elderly,3,Wind power,14,15,11,33,10
3492,Saint Paul,Minnesota,44.9537,-93.09,2019,1,21,7,30,Children,5,Solar power,18,18,13,34,12
3493,Rochester,Minnesota,44.022,-92.463,2019,1,22,9,40,Elderly,9,Wind power,22,21,15,40,16
3494,Duluth,Minnesota,46.7867,-92.1005,2019,1,23,6,25,Children,4,Solar power,15,16,12,32,11
3495,Bloomington,Minnesota,44.8304,-93.3152,2019,1,24,4,15,Elderly,2,Wind power,12,13,10,29,9
3496,Brooklyn Park,Minnesota,45.0941,-93.3563,2019,1,25,6,25,Children,4,Solar power,15,16,12,32,11
3497,Plymouth,Minnesota,45.0105,-93.4555,2019,1,26,7,30,Pregnant women,5,Wind power,17,17,14,33,12
3498,Maple Grove,Minnesota,45.1187,-93.4656,2019,1,27,4,15,Children,2,Solar power,12,13,10,29,9
3499,Woodbury,Minnesota,44.9239,-92.9598,2019,1,28,5,20,Elderly,3,Wind power,14,15,11,33,10
3500,Blaine,Minnesota,45.1608,-93.2349,2019,1,29,6,25,Children,4,Solar power,15,16,12,32,11
3501,Jackson,Mississippi,32.2988,-90.1848,2019,1,1,35,53,Elderly,22,Solar power,13,21,13,34,16
3502,Gulfport,Mississippi,30.3674,-89.0928,2019,1,1,23,47,Children,10,Wind power,12,16,11,26,12
3503,Southaven,Mississippi,34.9884,-90.0126,2019,1,1,18,40,Low income,9,Hydroelectric,9,14,9,24,10
3504,Hattiesburg,Mississippi,31.3271,-89.2903,2019,1,1,28,50,Children,16,Geothermal,15,20,12,30,14
3505,Biloxi,Mississippi,30.396,-88.8853,2019,1,1,21,45,Elderly,13,Solar power,11,18,10,28,12
3506,Meridian,Mississippi,32.3643,-88.7037,2019,1,1,30,53,Low income,18,Wind power,16,23,13,32,15
3507,Olive Branch,Mississippi,34.9618,-89.8295,2019,1,1,19,42,Children,9,Hydroelectric,8,13,8,23,10
3508,Tupelo,Mississippi,34.2576,-88.7034,2019,1,1,28,50,Elderly,16,Geothermal,14,19,12,29,14
3509,Starkville,Mississippi,33.4504,-88.8184,2019,1,1,24,48,Low income,12,Solar power,13,17,11,27,12
3510,Pearl,Mississippi,32.2746,-90.1112,2019,1,1,31,53,Children,19,Wind power,17,22,14,31,15
3511,Oxford,Mississippi,34.3665,-89.5192,2019,1,1,22,46,Elderly,12,Hydroelectric,11,15,10,25,11
3512,Jackson,Mississippi,32.2988,-90.1848,2019,7,5,24,71,Children,10,Wind power,7,27,9,26,10
3513,Gulfport,Mississippi,30.3674,-89.0928,2019,9,10,28,84,Elderly,7,Solar power,9,26,13,23,11
3514,Southaven,Mississippi,34.9881,-90.0126,2019,10,12,30,89,Pregnant women,5,Hydroelectric,11,28,11,30,13
3515,Meridian,Mississippi,32.3643,-88.7037,2019,11,21,26,78,Low income,9,Solar power,8,25,12,25,10
3516,Vicksburg,Mississippi,32.3526,-90.8779,2019,12,2,32,96,Children,13,Wind power,12,31,13,28,12
3517,Biloxi,Mississippi,30.396,-88.8853,2019,7,9,22,66,Elderly,5,Hydroelectric,6,24,11,23,9
3518,Starkville,Mississippi,33.4504,-88.8184,2019,9,12,20,61,Pregnant women,3,Solar power,5,20,9,19,8
3519,Natchez,Mississippi,31.5604,-91.4032,2019,10,5,28,82,Low income,7,Wind power,8,26,13,24,11
3520,Greenwood,Mississippi,33.5162,-90.1793,2019,11,16,23,69,Children,9,Solar power,9,28,10,27,11
3521,Clarksdale,Mississippi,34.2001,-90.5709,2019,12,29,30,89,Elderly,5,Hydroelectric,10,31,11,29,12
3522,Laurel,Mississippi,31.6938,-89.1399,2019,8,8,21,63,Pregnant women,4,Wind power,10,27,12,19,14
3523,Kansas City,Missouri,39.0997,-94.5786,2019,1,1,57,66,Children,18,Solar power,17,33,19,42,16
3524,St. Louis,Missouri,38.627,-90.1994,2019,1,2,63,74,Elderly,14,Wind power,21,40,22,48,17
3525,Springfield,Missouri,37.208,-93.2923,2019,1,3,53,61,Pregnant women,12,Hydroelectric,13,28,15,36,13
3526,Independence,Missouri,39.0911,-94.4155,2019,1,4,61,71,Low income,16,Solar power,20,37,20,45,15
3527,Columbia,Missouri,38.9517,-92.3341,2019,1,5,45,52,Children,9,Wind power,16,29,16,35,12
3528,Lee's Summit,Missouri,38.9108,-94.3822,2019,1,6,59,69,Elderly,13,Hydroelectric,19,36,18,43,15
3529,O'Fallon,Missouri,38.8106,-90.6998,2019,1,7,48,56,Pregnant women,10,Solar power,14,26,14,33,11
3530,St. Joseph,Missouri,39.7675,-94.8467,2019,1,8,55,63,Low income,15,Wind power,18,32,18,39,14
3531,St. Charles,Missouri,38.7881,-90.4974,2019,1,9,44,51,Children,9,Hydroelectric,15,27,14,33,11
3532,Blue Springs,Missouri,39.0169,-94.2816,2019,1,10,56,64,Elderly,14,Solar power,18,33,18,40,14
3533,Florissant,Missouri,38.7892,-90.3226,2019,1,11,59,68,Pregnant women,16,Wind power,21,38,21,47,16
3534,Kansas City,Missouri,39.0997,-94.5786,2019,7,18,42,77,Children,10,Wind power,21,36,19,44,14
3535,St. Louis,Missouri,38.627,-90.1994,2019,10,5,53,92,Pregnant women,16,Solar power,23,48,23,63,16
3536,Springfield,Missouri,37.2083,-93.2923,2019,11,11,31,64,Elderly,8,Wind power,18,34,16,40,12
3537,Columbia,Missouri,38.9517,-92.3341,2019,2,14,38,83,Children,9,Solar power,22,40,19,50,14
3538,Independence,Missouri,39.0911,-94.4155,2019,5,2,47,81,Pregnant women,13,Wind power,25,44,21,58,16
3539,Lee's Summit,Missouri,38.9108,-94.3822,2019,9,1,35,73,Elderly,7,Solar power,19,31,14,36,11
3540,O'Fallon,Missouri,38.8106,-90.6998,2019,12,22,26,55,Children,6,Wind power,15,26,13,31,10
3541,St. Joseph,Missouri,39.7675,-94.8467,2019,6,12,51,89,Pregnant women,15,Solar power,24,42,20,53,15
3542,St. Charles,Missouri,38.7881,-90.4974,2019,4,28,43,79,Elderly,11,Wind power,23,38,18,46,13
3543,Blue Springs,Missouri,39.0169,-94.2816,2019,1,1,34,70,Children,8,Solar power,18,30,15,35,11
3544,Florissant,Missouri,38.7892,-90.3226,2019,8,9,49,87,Pregnant women,14,Wind power,26,42,21,56,15
3545,Billings,Montana,45.7833,-108.5007,2019,1,1,23,69,Children,4,Hydroelectric,11,16,9,23,9
3546,Missoula,Montana,46.8604,-114.0119,2019,1,2,12,44,Elderly,2,Wind power,8,10,8,17,6
3547,Bozeman,Montana,45.677,-111.0429,2019,1,3,15,50,Pregnant women,0,Solar power,10,14,9,19,7
3548,Helena,Montana,46.5927,-112.0361,2019,1,4,11,41,Children,1,Hydroelectric,7,12,7,15,6
3549,Butte,Montana,46.0038,-112.5348,2019,1,5,8,29,Elderly,0,Wind power,5,9,6,11,5
3550,Great Falls,Montana,47.4942,-111.283,2019,1,6,18,58,Pregnant women,3,Solar power,12,18,10,25,8
3551,Kalispell,Montana,48.1958,-114.3128,2019,1,7,13,47,Children,0,Hydroelectric,9,13,8,17,6
3552,Lewistown,Montana,47.0657,-109.4378,2019,1,8,14,49,Elderly,1,Wind power,9,14,9,18,7
3553,Livingston,Montana,45.6625,-110.5614,2019,1,9,10,36,Pregnant women,0,Solar power,7,11,7,14,6
3554,Miles City,Montana,46.4083,-105.8406,2019,1,10,9,33,Children,0,Hydroelectric,6,10,6,13,5
3555,Missoula,Montana,46.8604,-114.0119,2019,1,11,11,41,Elderly,2,Wind power,8,12,8,12,7
3556,Billings,Montana,45.7833,-108.5007,2019,1,1,12,50,Children,18,Solar power,8,6,7,9,5
3557,Missoula,Montana,46.8787,-113.9966,2019,1,1,8,35,Pregnant women,10,Wind power,5,5,6,6,5
3558,Bozeman,Montana,45.677,-111.0429,2019,1,1,6,30,Elderly,7,Hydroelectric,4,5,5,6,5
3559,Helena,Montana,46.5927,-112.0361,2019,1,1,10,45,Children,13,Solar power,6,6,6,6,5
3560,Kalispell,Montana,48.2025,-114.3139,2019,1,1,9,40,Pregnant women,9,Wind power,5,5,6,6,5
3561,Butte,Montana,45.9388,-112.4815,2019,1,1,7,35,Elderly,7,Hydroelectric,4,5,5,6,5
3562,Belgrade,Montana,45.7775,-111.1775,2019,1,1,6,30,Children,5,Solar power,4,5,5,6,5
3563,Livingston,Montana,45.6624,-110.5634,2019,1,1,5,25,Pregnant women,4,Wind power,3,5,5,6,5
3564,Miles City,Montana,46.4083,-105.8406,2019,1,1,11,50,Elderly,10,Hydroelectric,5,6,6,8,5
3565,Lewistown,Montana,47.0624,-109.4444,2019,1,1,8,35,Children,7,Solar power,5,5,6,6,5
3566,Anaconda,Montana,46.1253,-112.9479,2019,1,1,6,30,Pregnant women,5,Wind power,4,5,5,6,5
3567,Omaha,Nebraska,41.2565,-95.9345,2019,1,1,25,51,Low income,18,Wind power,10,21,10,45,6
3568,Lincoln,Nebraska,40.8144,-96.7026,2019,1,2,20,48,Children,13,Wind power,8,18,9,41,7
3569,Bellevue,Nebraska,41.1544,-95.9146,2019,1,3,28,58,Elderly,22,Solar power,13,27,12,50,8
3570,Grand Island,Nebraska,40.9264,-98.342,2019,1,4,33,66,Low income,27,Solar power,15,32,14,59,9
3571,Kearney,Nebraska,40.6994,-99.0814,2019,1,5,27,55,Children,16,Wind power,11,23,11,46,6
3572,Norfolk,Nebraska,42.0297,-97.4173,2019,1,6,22,47,Elderly,9,Solar power,9,19,9,41,7
3573,North Platte,Nebraska,41.1239,-100.7654,2019,1,7,37,71,Low income,31,Wind power,17,36,16,67,10
3574,Scottsbluff,Nebraska,41.8719,-103.6627,2019,1,8,40,78,Children,19,Solar power,19,38,17,74,11
3575,Beatrice,Nebraska,40.2686,-96.7453,2019,1,9,29,60,Elderly,10,Wind power,14,29,13,54,7
3576,Hastings,Nebraska,40.5868,-98.3886,2019,1,10,31,63,Low income,25,Solar power,16,33,15,61,9
3577,Lexington,Nebraska,40.7799,-99.7467,2019,1,11,26,53,Children,14,Wind power,10,21,10,45,6
3578,Omaha,Nebraska,41.2565,-95.9345,2019,1,16,25,60,Children,4,Solar power,9,16,10,45,16
3579,Lincoln,Nebraska,40.8258,-96.6852,2019,2,17,35,80,Elderly,9,Wind power,16,24,12,75,19
3580,Kearney,Nebraska,40.6994,-99.0816,2019,3,18,20,50,Pregnant women,3,Geothermal,11,19,9,35,14
3581,Grand Island,Nebraska,40.925,-98.342,2019,4,19,40,75,Low income,5,Hydroelectric,13,22,11,55,18
3582,Norfolk,Nebraska,42.0284,-97.417,2019,5,20,30,65,Respiratory problems,7,Solar power,11,18,10,50,15
3583,Fremont,Nebraska,41.442,-96.4922,2019,6,21,50,90,Heart disease patients,10,Wind power,21,29,14,85,22
3584,North Platte,Nebraska,41.1239,-100.7654,2019,7,22,45,85,Pregnant women,6,Solar power,19,26,13,75,20
3585,Bellevue,Nebraska,41.1544,-95.9145,2019,8,23,35,80,Elderly,9,Wind power,16,24,12,75,19
3586,Papillion,Nebraska,41.1544,-96.0422,2019,9,24,25,60,Children,4,Solar power,9,16,10,45,16
3587,La Vista,Nebraska,41.1836,-96.037,2019,10,25,40,75,Low income,5,Hydroelectric,13,22,11,55,18
3588,Blair,Nebraska,41.5467,-96.1298,2019,11,26,30,65,Respiratory problems,7,Solar power,11,18,10,50,21
3589,Las Vegas,Nevada,36.1699,-115.1398,2019,1,1,47,77,Elderly,20,Solar power,10,18,10,41,8
3590,Henderson,Nevada,36.0395,-114.9817,2019,1,2,52,82,Children,16,Wind power,12,20,9,46,9
3591,Reno,Nevada,39.5296,-119.8138,2019,1,3,43,72,Pregnant women,13,Solar power,9,16,8,36,7
3592,North Las Vegas,Nevada,36.1989,-115.1175,2019,1,4,56,87,Low income,17,Hydroelectric,13,22,11,51,11
3593,Sparks,Nevada,39.5728,-119.7157,2019,1,5,48,78,Elderly,18,Wind power,11,19,9,43,9
3594,Carson City,Nevada,39.1608,-119.7539,2019,1,6,39,69,Children,15,Solar power,8,15,7,33,7
3595,Elko,Nevada,40.8324,-115.7631,2019,1,7,34,64,Pregnant women,12,Wind power,7,13,6,28,6
3596,Mesquite,Nevada,36.8065,-114.1372,2019,1,8,44,74,Low income,16,Solar power,10,17,8,38,8
3597,Boulder City,Nevada,35.9786,-114.8325,2019,1,9,51,81,Elderly,18,Hydroelectric,12,20,10,46,10
3598,Fernley,Nevada,39.6111,-119.2511,2019,1,10,46,76,Children,14,Wind power,9,16,8,35,8
3599,Fallon,Nevada,39.4743,-118.7786,2019,1,11,41,71,Pregnant women,11,Solar power,7,18,10,44,9
3600,Las Vegas,Nevada,36.1699,-115.1398,2019,1,1,62,85,Low income,23,Solar power,8,19,14,57,15
3601,Reno,Nevada,39.5296,-119.8138,2019,1,1,42,68,Children,9,Hydroelectric,9,15,11,46,13
3602,Henderson,Nevada,36.0395,-114.9817,2019,1,1,54,79,Elderly,18,Solar power,7,18,13,54,14
3603,North Las Vegas,Nevada,36.1989,-115.1175,2019,1,1,63,86,Low income,22,Hydroelectric,9,19,14,59,15
3604,Sparks,Nevada,39.5544,-119.7356,2019,1,1,39,65,Children,10,Wind power,8,14,10,43,12
3605,Carson City,Nevada,39.1638,-119.7674,2019,1,1,40,66,Elderly,8,Solar power,7,15,11,44,13
3606,Elko,Nevada,40.8324,-115.7631,2019,1,1,33,59,Low income,4,Geothermal,6,12,8,37,10
3607,Mesquite,Nevada,36.8055,-114.0672,2019,1,1,54,79,Children,12,Solar power,7,18,13,54,14
3608,Boulder City,Nevada,35.9786,-114.8329,2019,1,1,50,75,Elderly,10,Wind power,8,17,12,52,13
3609,Fernley,Nevada,39.6085,-119.2515,2019,1,1,34,60,Low income,5,Solar power,6,13,9,38,11
3610,West Wendover,Nevada,40.7412,-114.0789,2019,1,1,30,56,Children,3,Wind power,5,11,12,45,12
3611,Manchester,New Hampshire,43.0003,-71.4557,2019,1,1,45,63,Low income,10,Solar power,21,22,14,45,7
3612,Nashua,New Hampshire,42.7654,-71.4676,2019,1,2,35,57,Elderly,7,Wind power,19,20,13,40,6
3613,Concord,New Hampshire,43.2081,-71.5376,2019,1,3,50,68,Children,4,Hydroelectric,25,24,16,48,8
3614,Derry,New Hampshire,42.8806,-71.3274,2019,1,4,42,60,Low income,8,Solar power,23,23,15,43,7
3615,Portsmouth,New Hampshire,43.0718,-70.7626,2019,1,5,48,66,Elderly,6,Wind power,21,22,14,45,7
3616,Rochester,New Hampshire,43.3045,-70.9759,2019,1,6,52,70,Children,5,Hydroelectric,26,25,17,49,9
3617,Keene,New Hampshire,42.9337,-72.2781,2019,1,7,40,58,Low income,9,Solar power,22,23,15,43,7
3618,Laconia,New Hampshire,43.5279,-71.4703,2019,1,8,38,56,Elderly,7,Wind power,18,19,13,39,6
3619,Claremont,New Hampshire,43.3776,-72.3367,2019,1,9,55,73,Children,6,Hydroelectric,27,26,18,50,10
3620,Lebanon,New Hampshire,43.6422,-72.2514,2019,1,10,47,65,Low income,9,Solar power,24,24,16,46,8
3621,Manchester,New Hampshire,42.9956,-71.4548,2019,1,1,27,67,Children,11,Hydroelectric,11,20,10,43,12
3622,Nashua,New Hampshire,42.7654,-71.4676,2019,1,1,28,69,Elderly,8,Wind power,9,17,11,46,10
3623,Concord,New Hampshire,43.2081,-71.5376,2019,1,1,26,65,Low income,6,Solar power,12,23,9,42,9
3624,Dover,New Hampshire,43.1979,-70.8737,2019,1,1,29,71,Children,5,Hydroelectric,8,18,9,44,11
3625,Portsmouth,New Hampshire,43.0718,-70.7626,2019,1,1,30,73,Pregnant women,9,Wind power,10,21,10,45,10
3626,Rochester,New Hampshire,43.3045,-70.9756,2019,1,1,27,68,Elderly,7,Solar power,11,19,10,43,12
3627,Keene,New Hampshire,42.9337,-72.2781,2019,1,1,28,69,Low income,8,Hydroelectric,10,18,11,46,9
3628,Laconia,New Hampshire,43.5279,-71.4703,2019,1,1,25,63,Children,4,Wind power,12,20,9,42,8
3629,Claremont,New Hampshire,43.3732,-72.3428,2019,1,1,26,64,Elderly,5,Solar power,10,23,10,44,11
3630,Lebanon,New Hampshire,43.6423,-72.2515,2019,1,1,29,71,Pregnant women,10,Hydroelectric,9,18,9,43,9
3631,Somersworth,New Hampshire,43.2538,-70.8832,2019,1,1,28,69,Low income,8,Wind power,8,22,11,45,10
3632,Newark,New Jersey,40.7357,-74.1724,2019,1,1,78,114,Low income,20,Solar power,36,28,18,50,11
3633,Jersey City,New Jersey,40.7282,-74.0776,2019,1,2,64,96,Elderly,14,Wind power,26,24,14,45,10
3634,Paterson,New Jersey,40.9168,-74.1718,2019,1,3,70,104,Children,17,Solar power,31,26,16,47,12
3635,Elizabeth,New Jersey,40.6639,-74.2107,2019,1,4,68,101,Low income,15,Wind power,28,23,15,46,11
3636,Trenton,New Jersey,40.2206,-74.7597,2019,1,5,76,111,Elderly,18,Solar power,34,27,17,49,10
3637,Camden,New Jersey,39.9259,-75.1196,2019,1,6,72,107,Children,16,Wind power,29,25,14,44,12
3638,Clifton,New Jersey,40.8584,-74.1638,2019,1,7,80,118,Low income,21,Solar power,37,29,19,52,11
3639,Passaic,New Jersey,40.8568,-74.1285,2019,1,8,74,109,Elderly,18,Wind power,32,26,16,48,10
3640,Bayonne,New Jersey,40.6687,-74.1143,2019,1,9,66,99,Children,13,Solar power,24,22,13,42,12
3641,East Orange,New Jersey,40.7673,-74.2049,2019,1,10,71,105,Low income,17,Wind power,30,24,15,45,11
3642,Vineland,New Jersey,39.4862,-75.0258,2019,1,11,75,110,Elderly,19,Solar power,33,28,18,51,13
3643,Albuquerque,New Mexico,35.0844,-106.6504,2019,1,1,43,152,Elderly,29,Wind power,9,21,14,43,7
3644,Las Cruces,New Mexico,32.3199,-106.7637,2019,1,2,56,172,Children,12,Solar power,16,32,9,59,9
3645,Rio Rancho,New Mexico,35.2334,-106.6642,2019,1,3,61,178,Pregnant women,18,Wind power,17,37,17,65,10
3646,Santa Fe,New Mexico,35.687,-105.9378,2019,1,4,38,156,Elderly,16,Solar power,10,25,12,45,7
3647,Roswell,New Mexico,33.3943,-104.523,2019,1,5,63,185,Children,24,Wind power,21,44,21,70,11
3648,Farmington,New Mexico,36.7281,-108.2187,2019,1,6,72,199,Pregnant women,35,Solar power,23,51,19,85,12
3649,Clovis,New Mexico,34.4048,-103.2048,2019,1,7,51,166,Elderly,18,Wind power,14,30,16,57,8
3650,Hobbs,New Mexico,32.7026,-103.136,2019,1,8,65,191,Children,26,Solar power,24,47,20,77,10
3651,Alamogordo,New Mexico,32.899,-105.9598,2019,1,9,49,160,Pregnant women,14,Wind power,13,28,15,53,7
